"X","Title","Series.or.Movie","Genre.shelf.1","Genre.shelf.2","Genre.shelf.3","Genre.shelf.4","Genre.shelf.5","Genre.shelf.6","Genre.shelf.7","Genre.shelf.8","Genre.shelf.9","Genre.shelf.10","Genre.shelf.12","Genre.shelf.13","Tags.shelf.1","Tags.shelf.2","Tags.shelf.3","Tags.shelf.4","Tags.shelf.5","Tags.shelf.6","Tags.shelf.7","Tags.shelf.8","Tags.shelf.9","Tags.shelf.10","Tags.shelf.12","Tags.shelf.13","Tags.shelf.14","Tags.shelf.15","Tags.shelf.16","Tags.shelf.17","Tags.shelf.18","Tags.shelf.19","Tags.shelf.20","Tags.shelf.21","Tags.shelf.22","Tags.shelf.23","Tags.shelf.24","Tags.shelf.25","Tags.shelf.26","Tags.shelf.27","Tags.shelf.28","Tags.shelf.29","Tags.shelf.30","Tags.shelf.31","Tags.shelf.32","Tags.shelf.33","IMDb.Score"
5618,"Nine Lives","Movie","Comedy","Drama","Family","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,"Family Comedies","Sci-Fi & Fantasy","Family Sci-Fi & Fantasy","Fantasy","Children & Family Films","Comedies","Family Features","Animal Tales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3
5632,"Borderline","Series","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mockumentaries","TV Comedies","British TV Programmes","British TV Comedies","TV Programmes","Sitcoms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2
5639,"Van Helsing","Series","Action","Drama","Fantasy","Horror",NA,NA,NA,NA,NA,NA,NA,NA,"US TV Programmes","TV Dramas","TV Action & Adventure","TV Programmes","TV Sci-Fi & Fantasy","TV Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2
5641,"Unstoppable","Movie","Action","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action Thrillers","Action & Adventure","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
5648,"Backstage","Series","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TV Dramas","TV Programmes","Kids TV","Canadian TV Shows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
5654,"Cowboy Bebop: The Movie","Movie","Animation","Action","Crime","Drama","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,"Anime Action Films","Anime","Japanese Sci-Fi & Fantasy","Anime Dramas","Action & Adventure","Anime Sci-Fi & Fantasy","Crime Action & Adventure","Sci-Fi & Fantasy","Sci-Fi Dramas","Anime Feature Films","Action Sci-Fi & Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9
5679,"Lupin the 3rd: Dragon of Doom","Movie","Animation","Action","Adventure","Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,"Anime Comedies","Anime Action Films","Anime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
5702,"Double Vision","Movie","Fantasy","Horror","Mystery",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crime Thrillers","Thrillers","International Thrillers","International Movies","Chinese Films","Supernatural Thrillers","Mysteries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4
5704,"Point Break","Movie","Action","Adventure","Crime","Sport","Thriller",NA,NA,NA,NA,NA,NA,NA,"Action Thrillers","Action","Action & Adventure","Sports Movies","Crime Movies","Crime Action & Adventure","Heist Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3
5728,"Richard Pryor: Live in Concert","Movie","Documentary","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stand-up Comedy","Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2
5738,"Berserk","Series","Animation","Action","Drama","Fantasy","Horror",NA,NA,NA,NA,NA,NA,NA,"Anime Sci-Fi & Fantasy","Anime Action Films","Japanese TV Films","Anime","Anime Series","Seinen Anime","TV Shows Based on Manga","TV Shows Based on Comics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
5740,"The Heroic Legend of Arslan","Series","Animation","Action","Adventure","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,"Anime Dramas","Anime","Anime Series","Anime Sci-Fi & Fantasy","Japanese TV Films","Political TV Shows","Military & War Anime","TV Shows Based on Books","Historical Anime","Fantasy Anime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6
5741,"Ghost in the Shell: Stand Alone Complex","Series","Animation","Action","Crime","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA,"Anime","Anime Series","Anime Sci-Fi & Fantasy","Anime Action Films","Japanese TV Films","Cyborg & Robot Anime","Cyberpunk","Seinen Anime","TV Shows Based on Manga","TV Shows Based on Comics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5
5742,"The Umbrellas of Cherbourg","Movie","Drama","Musical","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Music & Musicals","European Movies","Teen Romance","Romantic Films","Musicals","Romantic International Movies","Cannes Film Festival Award-winning Movies","International Movies","Award-winning Movies","Classic Films","French Movies","Romantic French Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8
5753,"Criminal","Movie","Action","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crime Dramas","Action & Adventure","Crime Action & Adventure","Dramas","Crime Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3
5764,"Paranoid","Series","Short","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TV Dramas","British TV Programmes","TV Programmes","Crime TV Programmes","Crime TV Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4
5765,"My Girl 2","Movie","Comedy","Drama","Family","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"Family Dramas","Comedies","Films for ages 8 to 10","Children & Family Films","Family Comedies","Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3
5769,"I Spy","Movie","Action","Adventure","Comedy","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","Action & Adventure","Spy Action & Adventure","Action Comedies","Wacky Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4
5783,"The Whole Nine Yards","Movie","Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gangster Films","Action & Adventure","Crime Action & Adventure","Action Comedies","Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7
5784,"Battlefield Earth","Movie","Action","Adventure","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure","Sci-Fi & Fantasy","Action Sci-Fi & Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5
5786,"Wild Things","Movie","Crime","Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Police Thrillers","Crime Thrillers","Police Movies","Thrillers","Steamy Thrillers","Psychological Thrillers","Crime Films","Mysteries","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5
5789,"Eyewitness","Movie","Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TV Dramas","TV Programmes","Police TV Shows","Crime TV Dramas","Scandinavian TV Shows","TV Thrillers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4
5796,"Happily Ever After","Movie","Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japanese Dramas","Dramas","Japanese Comedies","Comedies","Japanese Films","Japanese Movies based on Comics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7
5797,"The Last King","Movie","Action","Drama","History","War",NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Action & Adventure","Adventures","International Dramas","International Action & Adventure","Norwegian Films","Period Pieces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1
5824,"The NeverEnding Story","Movie","Adventure","Drama","Family","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,"Films for ages 8 to 10","Classic Films","Films for ages 5 to 7","Films based on childrens books","Family Features","Children & Family Films","Movies Based on Books","Family Sci-Fi & Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4
5837,"So Close","Movie","Action","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crime Films","Martial Arts Films","International Movies","Asian Action Films","Action & Adventure","Asian Movies","Action Thrillers","Crime Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7
5852,"Against All Odds","Movie","Action","Adventure","Crime","Drama","Romance","Thriller",NA,NA,NA,NA,NA,NA,"Romantic Dramas","Steamy Thrillers","Crime Thrillers","Crime Films","Crime Dramas","Romantic Films","Dramas","Steamy Romantic Films","Thrillers","Mysteries","US Movies","Steamy Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9
5857,"The Art of War","Movie","Action","Adventure","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure","Crime Action & Adventure","Action Thrillers","Spy Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7
5861,"The Road Home","Movie","Drama","History","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Dramas based on a book","Asian Movies","International Movies","Romantic Dramas","Romantic Films based on a book","Romantic Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8
5863,"Drunken Master","Movie","Action","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure","International Movies","Asian Movies","Asian Action Films","Foreign Comedies","Action Comedies","Comedies","Hong Kong Films","International Comedies","International Action & Adventure","Chinese Films","Action",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5
5864,"Warriors of Heaven and Earth","Movie","Action","Adventure","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asian Action Films","Martial Arts Films","Action & Adventure","Asian Movies","International Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3
5865,"Memories of Murder","Movie","Crime","Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Crime Thrillers","Korean Films","Thrillers","Award-winning Movies","International Movies","International Thrillers","Mysteries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1
5867,"Time and Tide","Movie","Action","Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Martial Arts Films","Asian Action Films","International Action & Adventure","Action & Adventure","International Movies","Chinese Films","Action Thrillers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9
5869,"Blind Date","Movie","Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Films","French Films","International Comedies","International Movies","Romantic Comedies","Comedies","Comedies","Quirky Romance","Music & Musicals","Romantic French Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6
5870,"U Turn","Movie","Crime","Horror","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Supernatural Thrillers","International Movies","Crime Thrillers","Mysteries","Thrillers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5
5884,"Eye See You","Movie","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action Thrillers","Crime Action & Adventure","Action & Adventure","Crime Movies","Movies Based on Books",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4
5885,"The Green Mile","Movie","Crime","Drama","Fantasy","Mystery",NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Dramas based on a book","Crime Films","Crime Dramas","Tearjerkers","Films Based on Books","Critically Acclaimed Films","Critically Acclaimed Dramas","Golden Globe Award-Winning Films","Historical Movies","Award-winning Dramas","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6
5888,"Twister","Movie","Action","Adventure","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action Thrillers","Action & Adventure","Blockbuster Action & Adventure","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4
5889,"Sudden Death","Movie","Action","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure","Action Thrillers","Sports Films","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8
5890,"Flipper","Movie","Adventure","Family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children & Family Films","Family Adventures","Films for ages 8 to 10","Animal Tales","Family Features","Films for ages 5 to 7","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3
5895,"Frequency","Series","Drama","Fantasy","Mystery","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA,"TV Sci-Fi & Fantasy","TV Programmes","TV Mysteries","TV Dramas","US TV Shows","Sci-Fi TV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5
5905,"Mercury Rising","Movie","Action","Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Action Thrillers","Spy Action & Adventure","Action & Adventure","Films Based on Books","Action Movies","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2
5907,"Being John Malkovich","Movie","Comedy","Drama","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent Dramas","Dark Comedies","Independent Films","Dramas","Comedies","Independent Comedies","Cult Films","Cult Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7
5909,"Dragonheart","Movie","Action","Adventure","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action Sci-Fi & Fantasy","Sci-Fi & Fantasy","Adventures","Fantasy","Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5
5914,"Friday the 13th: Part 2","Movie","Horror","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halloween Favourites","Horror Films","Slasher and Serial Killer Films","Cult Horror Films","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1
5915,"The Towering Inferno","Movie","Action","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Golden Globe Award-winning Films","Critically-acclaimed Films","Action & Adventure","Classic Films","Academy Award-Winning Films","Critically-acclaimed Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
5918,"A Star Is Born","Movie","Drama","Music","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Showbiz Dramas","Golden Globe Award-winning Films","Romantic Films","Dramas","Romantic Dramas","Romantic Favourites","Musicals","Music & Musicals","Classic Dramas","Classic Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2
5919,"Doctor Zhivago","Movie","Drama","Romance","War",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas based on a book","International Movies","Romantic Films","Dramas","Romantic Favourites","20th Century Period Pieces","Classic Films","Critically-acclaimed Dramas","Romantic Dramas","British Films","Critically-acclaimed Films","Classic Dramas","Golden Globe Award-winning Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
5921,"Passenger 57","Movie","Action","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure","Action Thrillers","Martial Arts Films","Crime Films","Police Detective Movies","Crime Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9
5925,"Gantz","Series","Animation","Action","Comedy","Drama","Fantasy","Horror","Mystery","Sci-Fi","Thriller",NA,NA,NA,"Anime","Anime Action Films","Japanese TV Films","Anime Sci-Fi & Fantasy","Anime Series","TV Programmes Based on Manga","Seinen Anime","Alien Sci-Fi","TV Shows Based on Comics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2
5945,"Win a Date with Tad Hamilton!","Movie","Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","Romantic Films","Romantic Comedies","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6
5952,"Annie","Movie","Comedy","Drama","Family","Musical",NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","Films for ages 5 to 7","Family Comedies","Films for ages 8 to 10","Children & Family Films","Musicals","Music & Musicals","Family Cozy Time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3
5953,"The Secret Garden","Movie","Drama","Family","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Family Dramas","Children & Family Films","Films for ages 8 to 10","Family Features","Films for ages 5 to 7","Films based on childrens books","Dramas based on a book","Dramas","Films Based on Books",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3
5959,"Ace Ventura: Pet Detective","Movie","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Late Night Comedies","Slapstick Comedies","Comedies","Football Films","Sports Films","Sports Comedies","Laugh-Out-Loud Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9
5973,"Easy","Series","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TV Comedies","US TV Programmes","TV Programmes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9
5975,"Ace Ventura: When Nature Calls","Movie","Adventure","Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Slapstick Comedies","Late Night Comedies","Comedies","Action & Adventure","Adventures","Blockbuster Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4
5988,"Go","Movie","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japanese Films","Dramas","Japanese Dramas","Award-winning Movies","Social Issue Dramas","Youth Drama","Dramas based on a book","Japanese Academy Award-winning Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5
6003,"The Day After Tomorrow","Movie","Action","Adventure","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Action Sci-Fi & Fantasy","Sci-Fi","Action & Adventure","Sci-Fi & Fantasy","Action","Action Thrillers","Films Based on Books","Sci-Fi Thrillers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4
6005,"Supergirl","Series","Action","Adventure","Drama","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,"Comic Book & Superhero TV","TV Sci-Fi & Fantasy","TV Action & Adventure","TV Programmes","Teen TV Programmes","US TV Programmes","TV Shows Based on Comics","Sci-Fi TV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3
6015,"On Deadly Ground","Movie","Action","Adventure","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure","International Action & Adventure","International Movies","Action Thrillers","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6
6036,"Trapped","Series","Crime","Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"TV Programmes","TV Thrillers","TV Dramas","TV Mysteries","Crime TV Dramas","Scandinavian TV Shows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1
6046,"Sam Kinison: Breaking the Rules","Movie","Documentary","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","Stand-up Comedy","Dark Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3
6049,"Hardcore","Movie","Action","Adventure","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Action Sci-Fi & Fantasy","Adventures","Sci-Fi Adventure","Action & Adventure","International Action & Adventure","Sci-Fi & Fantasy","International Sci-Fi & Fantasy","International Movies","Russian Movies","European Movies","Futuristic Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7
6056,"Wimbledon","Movie","Comedy","Romance","Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sports Comedies","Romantic Comedies","Romantic Films","Sports Films","Romantic Dramas","Comedies","Dramas","Sports Dramas","British Comedies","British Dramas","British Films","Romantic Favourites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3
6059,"Fearless","Series","Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sports Documentaries","Documentaries","TV Programmes","TV Documentaries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2
6062,"A Man for All Seasons","Movie","Biography","Drama","History",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Academy Award-Winning Films","Award-winning Movies","Dramas based on real life","Dramas based on a book","Golden Globe Award-winning Films","Political Dramas","Dramas based on classic literature","Movies Based on Real Life","British Movies","Historical Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7
6066,"Pale Rider","Movie","Drama","Western",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3
6067,"Behind Enemy Lines","Series","Action","Drama","Thriller","War",NA,NA,NA,NA,NA,NA,NA,NA,"TV Programmes","Historical Documentaries","Military Documentaries","Documentaries","Docuseries","British TV Shows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4
6081,"The Little Prince","Movie","Animation","Adventure","Drama","Family","Fantasy",NA,NA,NA,NA,NA,NA,NA,"Family Features","Family Feature Animation","Films for ages 8 to 10","Children & Family Films","Films based on childrens books","Family Sci-Fi & Fantasy","Family Adventures","Films Based on Books",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7
